acc,pre,rec,f1
0.926829268292683,0.9782608695652174,0.9,0.9375
0.8292682926829268,0.8260869565217391,0.6551724137931034,0.7307692307692308
0.9634146341463414,1.0,0.7857142857142857,0.88
0.7926829268292683,0.8666666666666667,0.4642857142857143,0.6046511627906976
0.8902439024390244,0.9230769230769231,0.6,0.7272727272727274
0.8414634146341463,0.46153846153846156,0.5,0.48000000000000004
0.9024390243902439,0.7777777777777778,0.7777777777777778,0.7777777777777778
0.8414634146341463,0.8,0.25,0.38095238095238093
0.9146341463414634,0.9508196721311475,0.9354838709677419,0.943089430894309
0.7926829268292683,0.8545454545454545,0.8392857142857143,0.8468468468468467
0.9512195121951219,0.9767441860465116,0.9333333333333333,0.9545454545454545
0.7804878048780488,0.6470588235294118,0.4782608695652174,0.55
0.9146341463414634,0.5714285714285714,0.5,0.5333333333333333
0.8536585365853658,0.5,0.3333333333333333,0.4
0.8048780487804879,0.7083333333333334,0.6538461538461539,0.68
0.926829268292683,0.9629629629629629,0.9285714285714286,0.9454545454545454
0.926829268292683,0.9629629629629629,0.9285714285714286,0.9454545454545454
0.8902439024390244,0.8571428571428571,0.631578947368421,0.7272727272727273
0.8658536585365854,0.86,0.9148936170212766,0.8865979381443299
0.8658536585365854,0.875,0.8936170212765957,0.8842105263157894
0.9634146341463414,1.0,0.9411764705882353,0.9696969696969697
0.9512195121951219,0.9622641509433962,0.9622641509433962,0.9622641509433962
0.8658536585365854,0.5,0.36363636363636365,0.4210526315789474
0.8170731707317073,0.782608695652174,0.6428571428571429,0.7058823529411765
0.7560975609756098,0.4666666666666667,0.3684210526315789,0.4117647058823529
0.8048780487804879,0.9285714285714286,0.4642857142857143,0.6190476190476191
0.9024390243902439,0.7272727272727273,0.6153846153846154,0.6666666666666667
0.9146341463414634,0.9411764705882353,0.9230769230769231,0.9320388349514563
0.8658536585365854,0.4444444444444444,0.4,0.4210526315789474
0.926829268292683,0.9629629629629629,0.9285714285714286,0.9454545454545454
0.975609756097561,0.9705882352941176,0.9705882352941176,0.9705882352941176
0.8780487804878049,0.7857142857142857,0.6111111111111112,0.6875000000000001
0.975609756097561,0.9705882352941176,0.9705882352941176,0.9705882352941176
0.8902439024390244,0.6,0.3,0.4
0.9634146341463414,1.0,0.925,0.961038961038961
0.9634146341463414,0.9836065573770492,0.967741935483871,0.975609756097561
0.8536585365853658,0.5,0.08333333333333333,0.14285714285714285
0.8414634146341463,0.6842105263157895,0.65,0.6666666666666667
0.926829268292683,0.9629629629629629,0.9285714285714286,0.9454545454545454
0.8658536585365854,0.8723404255319149,0.8913043478260869,0.8817204301075269
0.9024390243902439,0.9795918367346939,0.8727272727272727,0.923076923076923
0.8658536585365854,0.5,0.36363636363636365,0.4210526315789474
0.8780487804878049,0.8333333333333334,0.6818181818181818,0.7499999999999999
0.8536585365853658,0.5,0.3333333333333333,0.4
0.8780487804878049,0.8823529411764706,0.9183673469387755,0.9
0.8658536585365854,0.7222222222222222,0.6842105263157895,0.7027027027027027
0.8536585365853658,0.5,0.3333333333333333,0.4
0.8902439024390244,0.6666666666666666,0.2,0.30769230769230765
0.8414634146341463,0.8421052631578947,0.8205128205128205,0.8311688311688312
0.8780487804878049,0.9,0.9,0.9
0.9634146341463414,0.9836065573770492,0.967741935483871,0.975609756097561
0.8536585365853658,0.7142857142857143,0.7142857142857143,0.7142857142857143
0.8536585365853658,0.5,0.3333333333333333,0.4
0.9390243902439024,0.9411764705882353,0.8,0.8648648648648648
0.9024390243902439,0.75,0.75,0.75
0.8414634146341463,0.6666666666666666,0.14285714285714285,0.23529411764705882
0.8780487804878049,0.9,0.9,0.9
0.8902439024390244,0.9183673469387755,0.9,0.9090909090909091
0.8780487804878049,0.5714285714285714,0.36363636363636365,0.4444444444444444
0.8292682926829268,0.8333333333333334,0.8695652173913043,0.851063829787234
0.8780487804878049,0.7142857142857143,0.38461538461538464,0.5
0.8048780487804879,0.5714285714285714,0.23529411764705882,0.3333333333333333
0.8170731707317073,0.7058823529411765,0.5454545454545454,0.6153846153846153
0.926829268292683,0.9629629629629629,0.9285714285714286,0.9454545454545454
0.8048780487804879,0.5714285714285714,0.23529411764705882,0.3333333333333333
0.8780487804878049,0.8913043478260869,0.8913043478260869,0.8913043478260869
0.9146341463414634,0.7142857142857143,0.7692307692307693,0.7407407407407408
0.8536585365853658,0.5555555555555556,0.38461538461538464,0.4545454545454546
0.8292682926829268,0.9285714285714286,0.5,0.65
0.8902439024390244,0.9183673469387755,0.9,0.9090909090909091
0.8292682926829268,0.6666666666666666,0.6,0.631578947368421
0.9634146341463414,0.9836065573770492,0.967741935483871,0.975609756097561
0.8414634146341463,0.84375,0.9473684210526315,0.8925619834710744
0.8292682926829268,0.7727272727272727,0.6538461538461539,0.7083333333333333
0.975609756097561,0.9705882352941176,0.9705882352941176,0.9705882352941176
0.8780487804878049,0.8913043478260869,0.8913043478260869,0.8913043478260869
0.9634146341463414,0.9714285714285714,0.9444444444444444,0.9577464788732395
0.9634146341463414,0.8333333333333334,0.7142857142857143,0.7692307692307692
0.926829268292683,0.9629629629629629,0.9285714285714286,0.9454545454545454
0.8414634146341463,0.7,0.6666666666666666,0.6829268292682926
0.8048780487804879,0.6111111111111112,0.55,0.5789473684210527
0.8658536585365854,0.875,0.9245283018867925,0.8990825688073395
0.8902439024390244,0.5714285714285714,0.4,0.47058823529411764
0.7682926829268293,0.6923076923076923,0.7941176470588235,0.7397260273972601
0.8902439024390244,0.875,0.4666666666666667,0.608695652173913
0.9024390243902439,0.5,0.5,0.5
0.9390243902439024,1.0,0.4444444444444444,0.6153846153846153
0.8780487804878049,0.9038461538461539,0.9038461538461539,0.9038461538461539
0.8780487804878049,0.75,0.25,0.375
0.7439024390243902,0.6551724137931034,0.6333333333333333,0.6440677966101694
0.8902439024390244,0.6,0.3,0.4
0.8170731707317073,0.7837837837837838,0.8055555555555556,0.7945205479452055
0.7317073170731707,0.7619047619047619,0.7272727272727273,0.7441860465116279
0.7804878048780488,0.6785714285714286,0.6785714285714286,0.6785714285714286
0.9146341463414634,0.75,0.3333333333333333,0.46153846153846156
0.7439024390243902,0.6551724137931034,0.6333333333333333,0.6440677966101694
0.9390243902439024,1.0,0.9122807017543859,0.9541284403669724
0.7926829268292683,0.7692307692307693,0.6451612903225806,0.7017543859649122
0.8536585365853658,0.4,0.18181818181818182,0.25000000000000006
0.9024390243902439,0.9,0.5625,0.6923076923076923
0.975609756097561,1.0,0.96,0.9795918367346939
0.9512195121951219,1.0,0.9230769230769231,0.9600000000000001
0.9512195121951219,1.0,0.9272727272727272,0.9622641509433962
0.7195121951219512,0.36363636363636365,0.2,0.25806451612903225
0.975609756097561,1.0,0.96,0.9795918367346939
0.9634146341463414,0.9811320754716981,0.9629629629629629,0.9719626168224299
0.926829268292683,0.7,0.7,0.7
0.7804878048780488,0.7586206896551724,0.6666666666666666,0.7096774193548386
0.8414634146341463,0.7272727272727273,0.4444444444444444,0.5517241379310345
0.9024390243902439,0.9090909090909091,0.5882352941176471,0.7142857142857143
0.9512195121951219,1.0,0.9285714285714286,0.962962962962963
0.7073170731707317,0.36363636363636365,0.19047619047619047,0.25
0.8170731707317073,0.78125,0.7575757575757576,0.7692307692307692
0.9024390243902439,0.8571428571428571,0.46153846153846156,0.6
0.8048780487804879,0.3333333333333333,0.45454545454545453,0.3846153846153846
0.8658536585365854,0.5,0.09090909090909091,0.15384615384615385
0.8902439024390244,0.75,0.7058823529411765,0.7272727272727272
0.7682926829268293,0.8035714285714286,0.8490566037735849,0.8256880733944955
0.7560975609756098,0.5769230769230769,0.625,0.6
0.9024390243902439,0.75,0.3,0.4285714285714285
0.9146341463414634,0.95,0.8837209302325582,0.9156626506024096
0.8658536585365854,0.3333333333333333,0.375,0.35294117647058826
0.926829268292683,0.3333333333333333,0.5,0.4
0.926829268292683,0.6666666666666666,0.5,0.5714285714285715
0.975609756097561,0.9411764705882353,1.0,0.9696969696969697
0.975609756097561,0.9428571428571428,1.0,0.9705882352941176
0.8658536585365854,0.5,0.6363636363636364,0.56
0.8780487804878049,0.8461538461538461,0.5789473684210527,0.6875
0.926829268292683,0.8461538461538461,0.7333333333333333,0.7857142857142856
0.9634146341463414,0.9411764705882353,0.9696969696969697,0.955223880597015
0.9878048780487805,0.9705882352941176,1.0,0.9850746268656716
0.9390243902439024,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.8658536585365854,0.8,0.6,0.6857142857142857
0.9634146341463414,1.0,0.7857142857142857,0.88
0.8902439024390244,0.375,0.42857142857142855,0.39999999999999997
0.8536585365853658,0.8571428571428571,0.5454545454545454,0.6666666666666665
0.8658536585365854,0.75,0.5294117647058824,0.6206896551724139
0.9024390243902439,1.0,0.2,0.33333333333333337
0.8902439024390244,0.9375,0.8823529411764706,0.9090909090909091
0.9146341463414634,0.9411764705882353,0.8648648648648649,0.9014084507042254
0.9146341463414634,1.0,0.5333333333333333,0.6956521739130436
0.9634146341463414,1.0,0.9411764705882353,0.9696969696969697
0.8414634146341463,0.5714285714285714,0.5333333333333333,0.5517241379310344
0.7926829268292683,0.5555555555555556,0.2777777777777778,0.3703703703703704
0.9878048780487805,0.9705882352941176,1.0,0.9850746268656716
0.9634146341463414,0.9803921568627451,0.9615384615384616,0.970873786407767
0.8414634146341463,0.86,0.8775510204081632,0.8686868686868686
0.9512195121951219,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.8780487804878049,0.45454545454545453,0.5555555555555556,0.5
0.9512195121951219,1.0,0.9230769230769231,0.9600000000000001
0.8780487804878049,0.7,0.5,0.5833333333333334
0.9024390243902439,0.9387755102040817,0.9019607843137255,0.92
0.8658536585365854,0.90625,0.9206349206349206,0.9133858267716536
0.9512195121951219,0.9545454545454546,0.875,0.9130434782608695
0.9390243902439024,0.7272727272727273,0.8,0.761904761904762
0.7682926829268293,0.5384615384615384,0.35,0.4242424242424242
0.8780487804878049,0.7,0.5,0.5833333333333334
0.8536585365853658,0.7272727272727273,0.47058823529411764,0.5714285714285714
0.9024390243902439,0.75,0.3,0.4285714285714285
0.9146341463414634,0.8571428571428571,0.7058823529411765,0.7741935483870968
0.8658536585365854,0.875,0.4117647058823529,0.56
0.926829268292683,0.9666666666666667,0.8529411764705882,0.90625
0.8170731707317073,0.8,0.5925925925925926,0.6808510638297872
0.9146341463414634,0.8333333333333334,0.45454545454545453,0.5882352941176471
0.9390243902439024,0.875,0.6363636363636364,0.7368421052631579
0.8048780487804879,0.3333333333333333,0.06666666666666667,0.1111111111111111
0.7682926829268293,0.8235294117647058,0.8076923076923077,0.8155339805825242
0.8902439024390244,0.7777777777777778,0.7368421052631579,0.7567567567567567
0.9024390243902439,0.7777777777777778,0.7777777777777778,0.7777777777777778
0.8170731707317073,0.5,0.4,0.4444444444444445
0.9146341463414634,0.8333333333333334,0.45454545454545453,0.5882352941176471
0.8536585365853658,0.4444444444444444,0.36363636363636365,0.39999999999999997
0.8658536585365854,0.8461538461538461,0.7586206896551724,0.8
0.8536585365853658,0.7142857142857143,0.5555555555555556,0.6250000000000001
0.8292682926829268,0.9,0.8333333333333334,0.8653846153846153
0.7317073170731707,0.6896551724137931,0.6060606060606061,0.6451612903225807
0.8902439024390244,0.6875,0.7333333333333333,0.7096774193548386
0.8170731707317073,0.6666666666666666,0.6363636363636364,0.6511627906976744
0.9024390243902439,0.6666666666666666,0.4,0.5
0.8658536585365854,0.6666666666666666,0.3076923076923077,0.42105263157894735
0.8170731707317073,0.6,0.631578947368421,0.6153846153846154
0.9390243902439024,0.6,0.8571428571428571,0.7058823529411764
0.8902439024390244,0.5,0.6666666666666666,0.5714285714285715
0.8536585365853658,0.6,0.6,0.6
0.9024390243902439,0.2857142857142857,0.4,0.3333333333333333
0.8658536585365854,0.5384615384615384,0.5833333333333334,0.5599999999999999
0.9146341463414634,0.3333333333333333,0.4,0.3636363636363636
0.8780487804878049,0.5,0.6,0.5454545454545454
0.9024390243902439,0.6666666666666666,0.5454545454545454,0.6
0.926829268292683,0.6,0.75,0.6666666666666665
0.8780487804878049,0.6,0.5,0.5454545454545454
0.8536585365853658,0.6875,0.6111111111111112,0.6470588235294118
0.8170731707317073,0.5625,0.5294117647058824,0.5454545454545455
0.8170731707317073,0.7391304347826086,0.6538461538461539,0.693877551020408
0.8902439024390244,0.7222222222222222,0.7647058823529411,0.7428571428571428
0.9024390243902439,0.9047619047619048,0.76,0.8260869565217391
0.9878048780487805,0.9714285714285714,1.0,0.9855072463768115
0.9512195121951219,0.9583333333333334,0.8846153846153846,0.9199999999999999
0.9878048780487805,0.9714285714285714,1.0,0.9855072463768115
0.9634146341463414,0.9545454545454546,0.9130434782608695,0.9333333333333332
0.9634146341463414,0.896551724137931,1.0,0.9454545454545454
0.8902439024390244,0.9565217391304348,0.7333333333333333,0.8301886792452831
0.9512195121951219,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.9634146341463414,0.6666666666666666,0.8,0.7272727272727272
0.9634146341463414,0.9622641509433962,0.9807692307692307,0.9714285714285713
0.9634146341463414,0.9622641509433962,0.9807692307692307,0.9714285714285713
0.8292682926829268,0.9583333333333334,0.6388888888888888,0.7666666666666666
0.9390243902439024,0.6666666666666666,0.5714285714285714,0.6153846153846153
0.9024390243902439,0.625,0.5,0.5555555555555556
0.8658536585365854,0.75,0.631578947368421,0.6857142857142857
0.9634146341463414,1.0,0.7,0.8235294117647058
0.8902439024390244,0.6153846153846154,0.6666666666666666,0.64
0.9512195121951219,0.9285714285714286,0.8125,0.8666666666666666
0.8902439024390244,0.7857142857142857,0.6470588235294118,0.7096774193548386
0.9512195121951219,1.0,0.6923076923076923,0.8181818181818181
0.8780487804878049,0.375,0.375,0.375
0.8658536585365854,0.625,0.38461538461538464,0.4761904761904762
0.8536585365853658,0.8571428571428571,0.5454545454545454,0.6666666666666665
0.9634146341463414,1.0,0.9411764705882353,0.9696969696969697
0.9390243902439024,0.9166666666666666,0.7333333333333333,0.8148148148148148
0.8658536585365854,1.0,0.26666666666666666,0.4210526315789474
0.9634146341463414,1.0,0.9411764705882353,0.9696969696969697
0.9512195121951219,0.9803921568627451,0.9433962264150944,0.9615384615384616
0.9146341463414634,0.8,0.4,0.5333333333333333
0.8902439024390244,0.75,0.7058823529411765,0.7272727272727272
0.9024390243902439,0.7142857142857143,0.45454545454545453,0.5555555555555556
0.9634146341463414,1.0,0.9411764705882353,0.9696969696969697
